A_0	A_1	R_0	R_1	R_2	R_3	Action	Predict	Error	Fitness	Numer	GACount	SubsumerCount	ActionSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	ActionCount
1	#	0	#	#	1	1	875.0	157.76	22.72	2	3	0		30.2		9986		9782		0.50		60.5		16
0	0	#	#	0	#	0	750.0	487.80	0.00	2	0	0		26.0		9949		9816		0.50		52.0		8
0	#	#	0	#	#	0	1000.0	0.00	42.02	2	2	0		39.6		9997		9916		0.33		79.1		7
#	1	#	#	#	1	0	1000.0	1000.00	0.00	2	0	0		38.0		9997		9983		0.33		76.0		1
1	0	#	1	#	0	0	752.4	359.58	5.64	1	29	0		37.1		9937		1616		0.67		37.1		267
0	1	0	#	#	0	1	728.8	393.31	8.03	1	38	0		27.6		9995		2290		0.67		27.6		231
#	0	0	#	#	#	0	877.5	209.48	2.56	1	38	0		30.5		9988		6723		0.33		380.9		508
1	0	0	#	1	#	0	0.0	0.00	81.38	1	6	0		24.6		9974		9003		0.67		24.6		19
1	0	#	#	0	1	1	0.0	0.00	66.07	1	3	0		23.7		9956		9150		0.67		23.7		12
#	#	0	#	#	#	0	835.6	274.42	1.34	1	7	0		35.2		9997		9199		0.17		839.3		231
0	#	1	#	0	#	1	901.6	156.02	2.41	1	4	0		38.7		9957		9235		0.50		515.1		61
0	1	#	#	#	1	1	785.7	305.73	1.89	1	3	0		43.3		9950		9247		0.50		734.5		42
1	0	#	#	1	0	0	0.0	83.82	0.00	1	0	0		19.4		9981		9323		0.67		19.4		9
1	1	0	#	#	#	0	742.9	384.22	3.67	1	1	0		42.0		9901		9389		0.50		42.0		35
1	1	#	#	1	0	1	0.0	0.00	89.95	1	1	0		20.1		9912		9442		0.67		20.1		7
1	1	1	#	1	#	0	857.1	212.95	0.00	1	0	0		37.4		9976		9506		0.67		37.4		14
0	#	0	#	0	1	0	888.9	186.62	5.24	1	1	0		33.7		9949		9551		0.67		33.7		18
#	#	0	0	#	#	0	907.7	139.52	3.88	1	2	0		40.6		9997		9551		0.33		40.6		65
1	#	#	#	#	1	0	473.7	496.50	2.85	1	4	0		28.8		9983		9633		0.33		324.2		38
0	#	#	1	1	#	0	526.3	538.36	0.00	1	0	0		25.0		9991		9653		0.50		25.0		19
1	1	#	#	1	#	0	833.3	273.32	5.16	1	0	0		39.2		9976		9656		0.50		39.2		18
#	0	#	#	1	1	0	526.3	581.07	0.00	1	0	0		30.1		9988		9659		0.50		30.1		19
0	#	#	1	0	#	1	920.0	123.18	2.58	1	1	0		39.4		9995		9667		0.50		490.4		25
#	0	#	#	1	#	0	516.1	521.37	0.95	1	1	0		27.7		9988		9680		0.33		934.3		31
0	0	#	#	1	#	0	833.3	377.51	0.00	1	0	0		27.8		9988		9689		0.50		27.8		18
#	1	#	0	#	1	0	736.8	353.25	0.00	1	0	0		33.3		9997		9705		0.50		33.3		19
1	#	#	#	0	1	0	789.5	310.23	0.00	1	0	0		26.2		9983		9722		0.50		26.2		19
#	#	0	#	0	0	0	950.0	182.87	0.00	1	0	0		40.4		9971		9731		0.50		40.4		20
0	#	1	#	#	#	0	500.0	553.44	0.00	1	1	0		29.2		9991		9747		0.33		29.2		20
#	#	0	#	0	#	1	464.3	520.52	0.89	1	1	0		34.8		9999		9767		0.33		1196.6		28
#	1	#	#	#	0	0	903.2	199.17	0.72	1	1	0		41.8		9991		9784		0.33		1811.7		31
1	1	#	#	0	#	1	625.0	535.31	0.00	1	0	0		27.8		9996		9791		0.50		27.8		16
0	#	#	1	#	1	1	944.4	196.32	0.00	1	0	0		45.2		9973		9796		0.50		45.2		18
#	0	1	1	#	#	0	666.7	666.67	0.00	1	0	0		25.3		9939		9849		0.50		25.3		3
#	#	#	#	1	1	0	600.0	516.18	0.00	1	0	0		31.3		9997		9851		0.33		31.3		15
#	0	0	#	0	#	0	1000.0	11.48	0.64	1	0	0		29.5		9971		9859		0.50		29.5		10
0	#	#	1	#	0	1	888.9	135.10	0.15	1	0	0		38.3		9995		9875		0.50		38.3		9
#	0	#	#	0	#	1	428.6	502.62	0.00	1	0	0		32.6		9999		9879		0.33		31.9		14
#	#	0	0	#	1	0	750.0	492.90	0.00	1	0	0		34.6		9997		9889		0.50		34.6		8
1	1	#	#	#	#	0	714.3	502.10	0.00	1	0	0		36.9		9983		9889		0.33		36.8		14
#	0	0	0	1	#	0	500.0	519.23	0.00	1	0	0		35.0		9974		9894		0.67		35.0		2
#	#	0	0	#	#	1	333.3	580.24	0.00	1	0	0		32.8		9999		9903		0.33		32.1		12
1	#	#	#	#	#	1	750.0	386.16	0.00	1	0	0		32.0		9996		9936		0.17		32.0		16
#	#	1	1	#	#	0	400.0	603.03	0.00	1	0	0		30.4		9991		9939		0.33		28.2		5
0	#	0	#	#	1	0	1000.0	18.52	0.07	1	0	0		32.7		9997		9949		0.50		32.7		3
#	1	#	#	#	1	1	900.0	100.00	44.24	1	1	0		32.9		9986		9952		0.33		32.9		10
1	0	1	#	#	1	1	1000.0	83.33	0.00	1	0	0		55.0		9993		9956		0.67		55.0		1
1	#	0	1	#	#	1	1000.0	52.63	0.00	1	0	0		34.5		9986		9963		0.50		34.5		2
#	0	#	#	1	#	1	1000.0	26.32	0.01	1	0	0		50.2		9993		9963		0.33		50.2		4
#	#	0	#	#	#	1	500.0	509.37	0.00	1	0	0		36.3		9999		9967		0.17		35.8		10
1	1	#	1	#	#	0	1000.0	1000.00	0.00	1	0	0		39.0		9983		9983		0.50		0.0		1
#	1	#	#	#	0	1	0.0	3.77	3.47	1	0	0		0.0		9996		9996		0.33		0.0		0
