A_0	A_1	R_0	R_1	R_2	R_3	Action	Predict	Error	Fitness	Numer	GACount	SubsumerCount	ActionSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	ActionCount
0	1	#	#	#	1	0	819.7	243.47	15.03	3	7	0		40.8		4983		3789		0.50		122.3		61
1	#	#	#	#	0	0	912.7	141.72	15.10	3	6	0		33.8		4984		4305		0.33		101.3		103
#	#	1	1	#	#	1	895.5	164.40	33.69	3	10	0		44.0		4985		4572		0.33		132.0		67
#	0	0	#	#	#	0	861.1	186.93	16.68	3	2	0		32.3		4990		4761		0.33		98.5		36
1	#	0	#	0	#	1	414.1	464.06	34.00	2	47	0		25.9		4994		39		0.50		51.9		209
#	#	1	#	1	#	1	881.2	229.05	8.35	2	9	0		44.6		4985		1046		0.33		89.1		643
#	#	0	0	0	#	0	932.8	150.02	14.41	2	19	0		44.2		4975		1327		0.50		88.4		329
#	1	0	0	#	#	1	468.6	494.79	13.84	2	13	0		31.5		4997		1925		0.50		62.9		135
#	1	#	1	#	#	0	441.8	493.44	4.26	2	8	0		26.4		4983		1951		0.33		844.2		259
0	#	#	1	0	#	1	896.2	177.13	8.73	2	17	0		37.9		4965		2123		0.50		75.7		238
0	1	0	#	#	0	1	756.4	373.00	38.40	2	11	0		20.9		4997		2290		0.67		41.4		78
#	#	#	1	0	1	0	622.3	479.73	9.42	2	8	0		28.8		4990		3007		0.50		57.3		106
0	1	1	#	#	1	0	800.0	260.29	33.29	2	11	0		38.7		4983		3092		0.67		77.3		50
0	#	1	1	1	#	0	0.0	0.00	50.24	2	3	0		39.6		4959		3317		0.67		80.1		28
0	#	1	1	#	1	0	0.0	0.00	41.53	2	1	0		39.8		4983		3639		0.67		79.6		19
1	1	#	#	#	#	0	712.1	431.47	8.92	2	6	0		29.1		4984		3808		0.33		57.8		140
0	1	1	1	#	#	0	0.0	0.00	73.22	2	1	0		38.9		4983		3877		0.67		79.5		14
#	1	1	#	#	0	0	938.5	82.62	30.20	2	4	0		35.9		4984		4172		0.50		72.0		65
0	#	1	#	#	#	1	896.9	180.65	8.27	2	4	0		42.7		4985		4352		0.33		85.5		97
0	#	1	#	0	#	1	931.8	157.23	7.41	2	2	0		41.3		4965		4376		0.50		82.7		44
1	#	#	#	0	#	0	871.8	193.63	8.15	2	4	0		36.1		4990		4439		0.33		72.1		78
1	1	#	#	#	#	1	729.7	381.85	4.24	2	0	0		35.5		4994		4457		0.33		1161.3		74
0	#	1	#	#	#	0	477.3	492.49	3.85	2	2	0		37.6		4983		4563		0.33		1344.5		44
#	1	1	#	0	#	1	764.7	370.71	0.00	2	0	0		40.0		4965		4709		0.50		80.0		17
1	0	#	1	1	#	0	0.0	78.35	0.00	2	0	0		26.8		4946		4715		0.67		53.6		5
#	0	#	#	0	#	1	375.0	432.49	70.77	2	5	0		30.3		4986		4839		0.33		61.3		16
0	#	0	#	#	#	0	1000.0	0.00	58.46	2	2	0		35.8		4975		4911		0.33		77.6		13
0	#	0	#	#	1	0	1000.0	0.00	74.62	2	1	0		31.7		4957		4938		0.50		68.0		3
#	0	0	0	#	1	1	429.4	487.40	12.75	1	7	0		31.7		4943		1		0.67		31.9		139
1	1	1	0	#	#	1	699.4	443.10	9.30	1	7	0		35.3		4748		12		0.67		35.3		143
1	#	#	#	#	1	1	876.3	210.84	7.50	1	7	0		37.4		4994		118		0.33		37.6		718
0	#	#	1	#	#	0	514.3	500.82	3.38	1	19	0		31.7		4983		132		0.33		31.9		460
#	#	0	#	1	1	0	632.4	470.14	18.35	1	25	0		34.9		4982		132		0.50		34.9		255
1	#	1	#	#	0	0	891.3	204.41	16.35	1	17	0		36.5		4984		312		0.50		36.5		329
#	0	0	0	#	1	0	889.4	184.57	118.60	1	32	0		41.3		4982		385		0.67		41.3		167
1	#	1	#	0	1	0	628.3	479.70	8.61	1	6	0		29.2		4900		442		0.67		29.0		154
#	#	1	0	#	1	0	580.7	491.55	5.27	1	10	0		29.2		4958		553		0.50		29.2		245
#	1	#	#	1	1	1	878.1	213.63	5.90	1	4	0		44.8		4960		737		0.50		44.8		348
0	#	1	#	1	#	1	875.6	207.80	7.60	1	13	0		44.6		4985		854		0.50		44.6		327
#	1	#	0	1	#	0	903.4	163.31	34.52	1	29	0		40.5		4984		1456		0.50		40.5		265
#	#	1	#	#	1	1	888.5	203.00	7.11	1	9	0		43.0		4986		1594		0.33		43.0		521
1	#	0	#	1	#	1	840.2	263.78	33.24	1	7	0		34.9		4971		1864		0.50		34.9		272
#	1	#	#	#	0	0	884.5	208.03	6.78	1	20	0		36.8		4984		2032		0.33		36.9		432
1	0	0	#	#	1	0	770.1	341.64	8.51	1	3	0		29.6		4990		2046		0.67		29.6		87
#	0	1	#	0	0	0	802.5	299.50	4.85	1	2	0		38.5		4947		2321		0.67		38.5		81
#	1	1	0	#	#	0	864.8	262.11	4.38	1	3	0		38.0		4984		2572		0.50		38.0		181
1	#	#	0	1	1	0	0.0	31.25	3.89	1	1	0		23.1		4982		3041		0.67		23.1		32
#	0	#	#	1	#	0	507.6	503.01	4.82	1	17	0		30.6		4982		3062		0.33		30.7		180
#	1	#	0	0	0	1	0.0	0.00	71.82	1	8	0		37.1		4997		3660		0.67		37.1		19
#	1	#	1	0	#	0	473.7	501.05	9.32	1	0	0		28.7		4983		3703		0.50		28.4		57
#	1	0	#	1	1	0	555.6	571.73	0.00	1	0	0		36.1		4961		4072		0.67		36.1		18
#	#	#	0	0	0	1	419.4	471.73	4.47	1	0	0		35.5		4997		4084		0.50		35.3		31
#	1	#	1	0	0	1	724.1	354.70	3.84	1	1	0		33.6		4965		4110		0.67		33.6		29
1	0	0	#	1	#	0	0.0	40.42	0.00	1	0	0		20.3		4982		4150		0.67		20.3		11
#	0	1	0	#	1	1	866.7	193.22	30.27	1	4	0		40.4		4986		4184		0.67		40.4		30
1	1	0	#	1	1	0	0.0	0.00	65.96	1	1	0		33.6		4961		4257		0.83		33.6		5
0	#	0	0	1	#	1	0.0	66.67	0.00	1	0	0		25.1		4941		4301		0.67		25.1		15
1	0	0	0	#	1	0	666.7	554.68	0.00	1	0	0		32.0		4982		4417		0.83		32.0		9
1	1	0	0	1	1	0	0.0	0.00	55.55	1	0	0		30.0		4961		4449		1.00		30.0		1
0	#	1	0	1	#	1	600.0	574.63	0.00	1	0	0		38.6		4976		4502		0.67		38.6		15
0	1	#	#	1	1	0	727.3	359.60	0.00	1	0	0		40.6		4959		4510		0.67		40.6		11
#	1	#	0	#	#	0	893.3	160.19	2.96	1	0	0		39.6		4984		4528		0.33		469.2		75
0	#	1	#	#	0	0	550.0	522.82	1.92	1	0	0		39.0		4947		4563		0.50		39.6		20
0	#	#	1	#	#	1	921.9	132.15	4.05	1	1	0		40.3		4985		4572		0.33		40.3		64
#	1	0	#	0	0	1	400.0	578.25	0.00	1	0	0		30.1		4997		4596		0.67		29.3		10
1	#	#	#	#	1	0	500.0	516.02	1.44	1	1	0		30.6		4990		4598		0.33		713.0		34
#	#	1	#	#	#	1	838.0	270.46	3.32	1	0	0		41.1		4986		4627		0.17		430.2		105
#	#	0	0	#	1	1	600.0	499.32	0.00	1	0	0		30.4		4970		4646		0.50		31.0		20
0	#	1	#	0	0	1	1000.0	13.67	0.23	1	0	0		42.2		4965		4672		0.67		42.6		13
0	#	#	0	#	#	1	516.1	504.51	3.94	1	4	0		34.2		4997		4677		0.33		34.0		31
#	1	1	0	0	#	1	500.0	699.36	0.00	1	0	0		33.0		4748		4713		0.67		33.0		2
0	#	1	1	1	1	0	0.0	0.00	26.27	1	0	0		49.7		4959		4725		0.83		49.7		3
0	0	#	0	#	#	1	700.0	504.59	0.00	1	0	0		34.1		4950		4736		0.50		33.9		20
1	1	1	#	#	#	1	833.3	268.95	0.01	1	0	0		39.4		4960		4768		0.50		39.4		12
0	#	1	1	0	#	0	0.0	250.00	0.00	1	0	0		31.5		4983		4773		0.67		31.5		4
#	#	1	#	1	1	1	1000.0	5.71	20.94	1	1	0		49.6		4960		4832		0.50		49.6		12
1	1	#	1	#	#	1	642.9	450.18	0.73	1	0	0		34.4		4994		4832		0.50		34.8		14
1	#	1	#	#	#	0	700.0	487.31	0.00	1	0	0		33.6		4984		4841		0.33		33.1		20
1	#	#	1	#	0	0	875.0	289.11	0.00	1	0	0		30.5		4945		4843		0.50		30.5		8
#	0	#	#	#	1	1	611.1	532.57	0.05	1	0	0		36.9		4986		4858		0.33		38.0		18
#	0	1	0	0	#	0	750.0	598.96	0.00	1	0	0		30.2		4888		4858		0.67		30.2		4
#	0	#	#	0	0	1	500.0	547.96	0.00	1	0	0		34.2		4979		4864		0.50		33.6		6
#	0	0	#	#	1	0	727.3	431.17	0.00	1	0	0		31.3		4990		4865		0.50		31.7		11
0	0	#	#	#	#	1	722.2	452.54	0.00	1	0	0		38.5		4985		4867		0.33		38.6		18
#	1	#	0	#	0	1	0.0	0.00	286.21	1	0	0		29.8		4997		4869		0.50		27.3		4
#	0	0	#	1	#	0	600.0	523.73	0.00	1	0	0		27.0		4982		4870		0.50		27.5		10
#	1	1	#	0	0	0	1000.0	8.93	9.56	1	0	0		49.3		4878		4878		0.67		49.3		3
#	1	1	1	#	#	1	875.0	177.58	0.01	1	0	0		45.0		4965		4895		0.50		45.0		8
1	#	#	#	1	#	0	400.0	536.71	0.00	1	0	0		28.2		4984		4918		0.33		28.2		10
1	#	0	#	1	1	0	0.0	213.57	0.00	1	0	0		28.0		4982		4923		0.67		28.0		3
1	#	#	#	1	0	0	666.7	819.44	0.00	1	0	0		24.0		4984		4936		0.50		24.0		3
0	#	0	#	#	#	1	428.6	533.08	0.00	1	0	0		29.1		4997		4939		0.33		27.8		7
1	#	#	#	#	0	1	428.6	612.83	0.07	1	0	0		29.4		4979		4942		0.33		29.4		7
1	#	#	#	#	#	0	461.5	604.29	0.00	1	0	0		30.7		4990		4945		0.17		29.5		13
#	#	#	#	1	1	1	1000.0	0.00	42.89	1	0	0		44.6		4960		4950		0.33		44.6		5
#	#	#	1	#	#	1	900.0	205.03	5.52	1	0	0		35.1		4994		4960		0.17		35.9		10
#	1	#	0	0	1	1	705.4	224.25	2.40	1	0	0		0.0		4970		4970		0.67		0.0		0
#	#	0	#	0	#	1	250.0	333.33	36.62	1	0	0		28.8		4997		4979		0.33		31.0		4
#	#	1	0	0	1	1	572.7	382.31	0.46	1	0	0		0.0		4986		4986		0.67		0.0		0
#	0	#	#	0	#	0	1000.0	0.00	41.67	1	0	0		28.0		4990		4990		0.33		0.0		1
